"2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03"
"2235.5","2122.5","2100.0","2137.0","2101.5","1876.0","2059.5","2010.5","1812.5","1896.5","1862.5","1880.0"
"754.3","729.7","729.4","745.4","721.1","651.5","699.5","755.1","889.0","952.7","965.1","847.9"
"11220.0","12115.0","11095.0","11695.0","11135.0","9286.0","9988.0","11255.0","10035.0","11580.0","11430.0","11985.0"
"55480.0","58980.0","44300.0","46010.0","44160.0","35700.0","39490.0","45090.0","38880.0","45170.0","46710.0","16040.0"
"4383.0","4433.0","4037.0","3948.0","4564.0","3968.0","4031.0","4605.0","4283.0","4336.0","4629.0","4751.0"
"6072.0","6725.0","6438.0","6704.0","6996.0","6114.0","6760.0","7299.0","6691.0","6782.0","6890.0","7252.0"
"52850.0","51590.0","46380.0","52430.0","52840.0","47900.0","56320.0","57140.0","51420.0","59280.0","58890.0","64450.0"
"3915.0","3922.0","4032.0","4107.0","4194.0","4024.0","4173.0","4673.0","5296.0","5652.0","5972.0","5298.0"
"3150.0","3232.0","2994.5","2925.5","3266.0","3089.0","3293.0","3983.0","3853.0","3820.0","3824.0","4116.0"
"17985.0","18335.0","15300.0","16960.0","16315.0","14330.0","15540.0","17570.0","16225.0","19075.0","19150.0","4275.0"
