"2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03"
"2205.0","2228.0","2197.5","2067.0","2212.0","2052.5","1941.5","2019.5","1998.5","1799.0","1903.0","1863.5"
"770.7","756.2","745.6","728.0","749.0","715.7","648.0","703.3","748.0","926.2","948.5","955.4"
"12530.0","11160.0","12370.0","10810.0","11320.0","11000.0","9509.0","10050.0","11325.0","10165.0","11470.0","11435.0"
"61680.0","54790.0","58350.0","42660.0","46600.0","42680.0","37340.0","39700.0","46900.0","38410.0","46130.0","47570.0"
"4569.0","4397.0","4473.0","3820.0","4061.0","4400.0","4046.0","4221.0","4543.0","4214.0","4363.0","4774.0"
"6098.0","6480.0","6796.0","6337.0","6614.0","6961.0","6254.0","7019.0","7322.0","6554.0","6706.0","6979.0"
"58160.0","52240.0","51630.0","45610.0","54770.0","51730.0","48430.0","58260.0","58390.0","50340.0","59580.0","59230.0"
"3931.0","3870.0","4001.0","4015.0","4162.0","4192.0","4022.0","4191.0","4626.0","5375.0","5679.0","5923.0"
"3296.0","3192.0","3283.0","2829.5","3024.0","3174.0","3117.0","3479.0","3929.0","3744.0","3864.0","3963.0"
"18765.0","17895.0","18580.0","15410.0","17445.0","16095.0","14950.0","15625.0","17850.0","15815.0","19255.0","19075.0"
