"2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03","2023-04"
"2122.5","2100.0","2137.0","2101.5","1876.0","2059.5","2010.5","1812.5","1896.5","1862.5","1880.0","1802.0"
"729.7","729.4","745.4","721.1","651.5","699.5","755.1","889.0","952.7","965.1","847.9","866.7"
"12115.0","11095.0","11695.0","11135.0","9286.0","9988.0","11255.0","10035.0","11580.0","11430.0","11985.0","12290.0"
"58980.0","44300.0","46010.0","44160.0","35700.0","39490.0","45090.0","38880.0","45170.0","46710.0","16040.0","15590.0"
"4433.0","4037.0","3948.0","4564.0","3968.0","4031.0","4605.0","4283.0","4336.0","4629.0","4751.0","4984.0"
